YEAR,incgroup,ln_RLABINC,log_div_t,y_gt,dy_gt,t_index
2002,Group1,9.173408392251082,1.1824217119160807,7.990986680335001,0.08105069293007805,26
2003,Group1,9.136605387166268,1.1812101589056503,7.955395228260618,-0.03559145207438341,27
2004,Group1,9.089286679025674,1.1750403774200744,7.9142463016055995,-0.041148926655018236,28
2005,Group1,9.077571689588758,1.1625476249962878,7.915024064592471,0.0007777629868712665,29
2006,Group1,9.073716591523818,1.1522893537193124,7.921427237804505,0.006403173212034652,30
2007,Group1,9.207252358867558,1.1457453087669454,8.061507050100612,0.1400798122961069,31
2008,Group1,9.20107320544913,1.1349124980441936,8.066160707404936,0.004653657304324099,32
2009,Group1,9.174468968849368,1.1674502485896212,8.007018720259747,-0.059141987145189034,33
2010,Group1,9.171288777893414,1.1754310188003922,7.995857759093022,-0.011160961166725158,34
2011,Group1,9.156224301936025,1.168560883711804,7.987663418224221,-0.00819434086880122,35
2012,Group1,9.142010777968766,1.1758272096799174,7.966183568288848,-0.021479849935372997,36
2013,Group1,9.136539812423552,1.1854779952942271,7.951061817129324,-0.015121751159523633,37
2014,Group1,9.140855235653335,1.192930072706674,7.947925162946661,-0.003136654182663179,38
